date,copper,exports,bci,pmi,copper_3m,pmi_z,exports_z,bci_z,pulse
2022-08-01,7990.812173913043,-6.342881,-1.2,49.4,-0.14946365327650624,-0.4599939564323995,-0.6776685500084115,-0.4625754398645833,-0.5334126487684648
2022-09-01,7746.011363636364,0.8322635,0.2,50.1,-0.14574390982752006,-0.040455494539658535,-0.007729230857226796,-0.043864912400951854,-0.03068321259927906
2022-10-01,7651.082857142857,-1.563423,-1.6,49.2,0.014085621777191637,-0.579862088401751,-0.23141316958622166,-0.5822070191399067,-0.4644940923759598
2022-11-01,8049.861363636364,-6.854761,-4.0,48.0,0.007389635551201534,-1.2990708802178772,-0.7254625057520356,-1.2999964947918463,-1.1081766269205864
2022-12-01,8371.091363636364,-1.750907,-6.0,47.0,0.08069701561947573,-1.8984115400646475,-0.24891844816447758,-1.8981543911684629,-1.3484947931325293
2023-01-01,9007.346363636363,0.6422424,0.2,50.1,0.17726425550696168,-0.040455494539658535,-0.025471397075392744,-0.043864912400951854,-0.03659726800533438
2023-02-01,8936.587,5.519787,5.2,52.6,0.11015415002912232,1.4578961550772673,0.4299422755626339,1.4515298285405893,1.1131227530601635
2023-03-01,8856.310869565217,6.714691,3.8,51.9,0.05796370925260996,1.0383576931845264,0.5415098087615857,1.0328193010769575,0.8708956010076898
2023-04-01,8809.1575,-2.987879,-1.6,49.2,-0.022003024601837673,-0.579862088401751,-0.3644138475239022,-0.5822070191399067,-0.50882765168852
2023-05-01,8243.156086956522,-6.729723,-2.4,48.8,-0.07759460217233694,-0.8195983523404625,-0.7137877760531389,-0.8214701776905532,-0.7849521020280515
2023-06-01,8396.517727272727,-1.984043,-2.0,49.0,-0.05191700574474789,-0.6997302203711068,-0.27068622902375233,-0.7018385984152299,-0.5574183492700296
2023-07-01,8476.679047619047,1.267802,-1.4,49.3,-0.03774236666570574,-0.5199280224170774,0.03293676076902244,-0.522391229502245,-0.33646083038343333
2023-08-01,8347.828260869564,-0.6467854,-0.6,49.7,0.012698070109174564,-0.2801917584783658,-0.1458272180207339,-0.2831280709515984,-0.2363823491502327
2023-09-01,8276.71380952381,3.932663,0.4,50.2,-0.014268286168179212,0.019478571445019355,0.28175337539922884,0.01595087723670979,0.105727608026986
2023-10-01,7941.355909090909,-3.156435,-1.0,49.5,-0.06315246047666523,-0.4000598904477216,-0.380151829090524,-0.40275965022692173,-0.39432378992172246
2023-11-01,8189.587727272727,1.414167,-1.2,49.4,-0.018955892317357614,-0.4599939564323995,0.046602780797965836,-0.4625754398645833,-0.29198887183300565
2023-12-01,8407.900476190476,0.3645109,-2.0,49.0,0.015850090952246543,-0.6997302203711068,-0.051403035388298816,-0.7018385984152299,-0.48432395139154516
2024-01-01,8351.339565217391,3.300379,-1.6,49.2,0.0516264049640629,-0.579862088401751,0.22271736400319525,-0.5822070191399067,-0.31311724784615413
2024-02-01,8304.950476190475,2.852249,-1.8,49.1,0.0140865148233984,-0.6397961543864289,0.18087571090600393,-0.6420228087775682,-0.3669810840859977
2024-03-01,8692.819047619048,-4.15788,1.6,50.8,0.033887005707953666,0.37908296735307817,-0.4736562012278875,0.37484561506267966,0.09342412706262344
2024-04-01,9445.593636363636,2.303593,0.8,50.4,0.13102737142957488,0.13934670341437086,0.12964800014865088,0.13558245651203307,0.1348590533583516
2024-05-01,10117.16347826087,1.59787,-1.0,49.5,0.2182087668392294,-0.4000598904477216,0.06375502947337998,-0.40275965022692173,-0.2463548370670878
2024-06-01,9648.167,1.232506,-1.0,49.5,0.10990082125804967,-0.4000598904477216,0.029641192546144113,-0.40275965022692173,-0.2577261160428331
2024-07-01,9385.31304347826,-3.362392,-1.2,49.4,-0.006381874470367643,-0.4599939564323995,-0.39938192157917285,-0.4625754398645833,-0.4406504392920519
2024-08-01,8981.117727272727,3.423954,-1.8,49.1,-0.11228895860279486,-0.6397961543864289,0.23425549419194724,-0.6420228087775682,-0.3491878229906833
2024-09-01,9259.128571428571,-2.49989,-0.4,49.8,-0.04032252225437516,-0.2202576924936922,-0.3188505813885279,-0.22331228131393677,-0.25414018506538566
2024-10-01,9533.991304347826,5.502785,0.2,50.1,0.015841587827790216,-0.040455494539658535,0.42835480811801196,-0.043864912400951854,0.11467813372580053
2024-11-01,9075.727142857144,-2.534147,0.6,50.3,0.0105342584806698,0.07941263742969298,-0.322049138749451,0.07576666687437142,-0.055623278148462206
2024-12-01,8909.907727272726,1.792013,0.2,50.1,-0.03771638350864426,-0.040455494539658535,0.08188205524100996,-0.043864912400951854,-0.0008127838998668105
